item_name,brand_id,brand_name,size_value,spec_type,display_description
"Bread(sliced, loaf)",309,City Bakery,220.000,"Brown Bread, small","Bread(sliced, loaf) | Type: Brown Bread, small | Size of units: 220 | Unit of Measure: Gram | Material: Plastic transparent bag | Brand: City Bakery | Made in Maldives | Last Price: Jan_2025 Price: 18"
