Island_code,Island_name,atoll_code
717,GDh.Thinadhoo,37
195,GDh.Vaadhoo,37
3,GDh.Keraminthaa,37
814,GDh.Dhoonirehaa,37
23,GDh.Hulhuvaarulaa,37
846,GDh.Kautihulhadhoo,37
481,GDh.Dhigurehaa,37
664,GDh.Golhaallaa,37
770,GDh.Menthandhuvaa,37
439,GDh.Faathiyehuttaa,37
586,GDh.Vatavarrehaa,37
313,GDh.Hoothodeyaa,37
430,GDh.Gazeeraa,37
940,GDh.Konottaa,37
575,GDh.Kadevaarehaa,37
198,GDh.Kan'dahalagalaa,37
607,GDh.Kaashidhoo,37
751,GDh.Lonudhoohuttaa,37
692,GDh.Kodehutigalaa,37
774,GDh.Fereythavilin'gili,37
537,GDh.Kodurataa,37
1164,GDh.Kodaanahuttaa,37
1124,GDh.Kaadehdhoo,37
357,GDh.Maavaaruloo,37
6,GDh.Dhigelaabadhuvaa,37
255,GDh.Havoddaa,37
635,GDh.Maguhdhuvaa,37
870,GDh.Kudhehaadhuaa,37
32,GDh.Gahevelegalaa,37
598,GDh.Kannigilla,37
1074,GDh.Dhiyanegili,37
216,GDh.Kadelerataa,37
532,GDh.Dhiyanigillaa,37
173,GDh.Kalhehigillaa,37
788,GDh.Kudherataa,37
1497,GDh.Dhatemulaidhua,37
815,GDh.Kadhefala,37
942,GDh.Uhurehaa,37
393,GDh.Dherukerehaa,37
278,GDh.Meyragillaa,37
1434,GDh.Faanehuttaa,37
761,GDh.Kalhehuttaa,37
342,GDh.Faredhoo,37
382,GDh.Uhehootirataa,37
381,GDh.Lonudhoo,37
570,GDh.Kalhehamalaa,37
1161,GDh.Haadhuaa,37
336,GDh.Maanaidhoo,37
1069,GDh.Maavehdhoo,37
1432,GDh.Raaverinkolhihuttaa,37
277,GDh.Neimaahutta,37
995,GDh.Hunigoderehaa,37
847,GDh.Kanandhoo,37
740,GDh.Dhatekarunahuttaa,37
728,GDh.Kodegalaa,37
172,GDh.Dhinmanaa,37
768,GDh.Viligillaa,37
450,GDh.Isdhuhuttaa,37
883,GDh.Thelehuttaa,37
1008,GDh.Meragihuttaa,37
367,GDh.Maagoderehaa,37
360,GDh.Mudhimaahutta,37
1498,GDh.Keyhuvadhoo,37
329,GDh.Athihuttaa,37
511,GDh.Vaareyadhuvaa,37
1030,GDh.Fenevenehuttaa,37
1027,GDh.Rodaadhoo,37
425,GDh.Havodigalaa,37
930,GDh.Oinigillaa,37
1012,GDh.Mathaidhoo,37
638,GDh.Mathihuttaa,37
1195,GDh.Bodehuttaa,37
479,GDh.Maadhoo,37
904,GDh.Rahadhuvaa,37
111,GDh.Raabodaafeheerataa,37
291,GDh.Kudhehulhehdhoo,37
522,GDh.Femunaidhoo,37
519,GDh.Kureikeymaahuttaa,37
39,GDh.Hakandoo,37
1168,GDh.Bolimathaidhoo,37
251,GDh.Meehinethiyenehuttaa,37
1496,GDh.Kaafarataa,37
941,GDh.Fatefandhoo,37
748,GDh.Kudhe-ehivakaa,37
1094,GDh.Olhurataa,37
561,GDh.Bodeinsa,37
365,GDh.Haveyyerataa,37
919,GDh.Maarehaa,37
867,GDh.Hadahahuttaa,37
685,GDh.Kalherehaa,37
928,GDh.Goshi,37
207,GDh.Filaarataa,37
762,GDh.Maagalaa,37
325,GDh.Kandahdhoo,37
651,GDh.Ekelondaa,37
339,GDh.Badefodiyaa,37
705,GDh.Rodhavarrehaa,37
731,GDh.Hulhehdhoo,37
1090,GDh.Aakirahuttaa,37
505,GDh.Uherehaa,37
693,GDh.Olhimuntaa,37
42,GDh.Dhekaamba,37
38,GDh.Bolimathaidhua,37
1029,GDh.Keredhirehaa,37
296,GDh.Laihaa,37
407,GDh.Kurehdhoo,37
775,GDh.Fonehigillaa,37
1031,GDh.Anhenerehaa,37
839,GDh.Kelaihuttaa,37
431,GDh.Baulhegalla,37
115,GDh.Kafena,37
778,GDh.Haadhoo,37
112,GDh.Gan,37
1152,GDh.Han'daidhoo,37
245,GDh.Boderehaa,37
552,GDh.Farehalehuttaa,37
885,GDh.Kudhemathaidhoo,37
243,GDh.Hiyanigilihuttaa,37
290,GDh.Kaalhehuttaa,37
773,GDh.Dhathaidhuaa,37
754,GDh.Lifadhoo,37
100,GDh.Beeraahuttaa,37
652,GDh.Thinehuttaa,37
1768,GDh.Kudhemaadhoo,37
1769,GDh.Kavvahuttaa,37
578,GDh.Maallaarehaa,37
1060,GDh.Hevaahulhudhoo,37
704,GDh.Ekurukerataa,37
1696,GDh.Huttaa,37
1019,GDh.Odagallaa,37
835,GDh.Ulegalaa,37
10,GDh.Farehulhehdhoo,37
221,GDh.Faahuttaa,37
936,GDh.Ehivakaa,37
1174,GDh.Kudhebeeraahuttaa,37
292,GDh.Han'dhebalanerehaa,37
395,GDh.Farukolhuhuttaa,37
146,GDh.Veraaviligillaa,37
726,Gn.Fuvammulah,38
947,S.Feydhoo,39
1004,S.Hithadhoo,39
299,S.Hulhudhoo,39
288,S.Maradhoo,39
81,S.Maradhoofeydhoo,39
272,S.Meedhoo,39
722,S.Geskalhuheraa,39
219,S.Hankede,39
384,S.Mulikede,39
992,S.Kedevaahera,39
35,S.Vilin'gili,39
899,S.Savaaheli,39
817,S.Gomahera,39
888,S.Gan,39
855,S.Kaohera,39
1140,S.Fathikedeheragan'du,39
57,S.Bedhey Aurah,39
506,S.Kan'diheragan'du,39
515,S.Kudamaahera,39
378,S.Dheeron'di,39
702,S.Maahera,39
1472,S.Ismehelaahera,39
990,S.Herethere,39
569,S.Boduhajaraa,39
707,S.Hikahera,39
1469,S.Kudhehera,39
